method,lambda,feature,coefficient
SCAD Logistic via LLA,10.0,V207,-0.005400569361951201
SCAD Logistic via LLA,10.0,V208,0.05345296505807725
SCAD Logistic via LLA,10.0,V210,0.010546436390358632
SCAD Logistic via LLA,10.0,V212,0.09515213572553285
SCAD Logistic via LLA,10.0,V214,0.03712153672997772
SCAD Logistic via LLA,10.0,V215,0.04030171817597693
SCAD Logistic via LLA,10.0,V217,-0.031818934801336976
SCAD Logistic via LLA,10.0,V218,-0.019576589949580107
SCAD Logistic via LLA,10.0,V221,-0.028842003604591836
SCAD Logistic via LLA,10.0,V222,-0.05909559966054517
SCAD Logistic via LLA,10.0,V223,-0.006687524255147355
SCAD Logistic via LLA,10.0,V224,-0.0392418539216178
SCAD Logistic via LLA,10.0,V225,-0.011851502968175472
SCAD Logistic via LLA,10.0,V227,-0.0890143788298874
SCAD Logistic via LLA,10.0,V228,-0.05065649189474382
SCAD Logistic via LLA,10.0,V237,-0.02967024609046031
SCAD Logistic via LLA,10.0,V238,-0.017703564306078987
SCAD Logistic via LLA,10.0,V239,-0.019446158654442783
SCAD Logistic via LLA,10.0,V240,-0.01068219485766482
SCAD Logistic via LLA,10.0,V242,0.059597059538264774
SCAD Logistic via LLA,10.0,V244,-0.03273652708019353
SCAD Logistic via LLA,10.0,V245,0.0031098817184505552
SCAD Logistic via LLA,10.0,V246,0.05611533281821177
SCAD Logistic via LLA,10.0,V247,0.0180278181588064
SCAD Logistic via LLA,10.0,V249,0.08361642419893642
SCAD Logistic via LLA,10.0,V252,0.02345869890201252
SCAD Logistic via LLA,10.0,V254,-0.04608779229893908
SCAD Logistic via LLA,10.0,V256,-0.033714603014229245
SCAD Logistic via LLA,10.0,V257,-0.018626691413413343
SCAD Logistic via LLA,10.0,V260,-0.005189943925075812
SCAD Logistic via LLA,10.0,V261,0.00905360362146355
SCAD Logistic via LLA,10.0,V262,-0.017272835108124756
SCAD Logistic via LLA,10.0,V265,-0.031792005230243864
SCAD Logistic via LLA,10.0,V266,0.019791634402764637
SCAD Logistic via LLA,10.0,V267,0.0014023279574047827
SCAD Logistic via LLA,10.0,V268,-0.026565608317671446
SCAD Logistic via LLA,10.0,V269,0.004700424172463073
SCAD Logistic via LLA,10.0,V276,0.00012745261178393505
SCAD Logistic via LLA,10.0,V277,0.0060671554032804146
SCAD Logistic via LLA,10.0,V278,-0.03788522749472129
SCAD Logistic via LLA,10.0,V279,-0.05671136088120946
SCAD Logistic via LLA,10.0,V280,0.010003557477842137
SCAD Logistic via LLA,10.0,V283,0.09572335204834062
SCAD Logistic via LLA,10.0,V286,-0.0669900390815287
SCAD Logistic via LLA,10.0,V287,-0.07605488062244717
SCAD Logistic via LLA,10.0,V288,-0.00421420386018396
SCAD Logistic via LLA,10.0,V291,0.008070115127426971
SCAD Logistic via LLA,10.0,V292,-0.025929954994769012
SCAD Logistic via LLA,10.0,V293,-0.0013322100377233174
SCAD Logistic via LLA,10.0,V297,-0.11646848299614661
SCAD Logistic via LLA,10.0,V298,-0.016107882402822675
SCAD Logistic via LLA,10.0,V299,-0.06910898691974035
SCAD Logistic via LLA,10.0,V300,0.03598655633624466
SCAD Logistic via LLA,10.0,V301,-0.0034463191062270295
SCAD Logistic via LLA,10.0,V302,0.04370154847836829
SCAD Logistic via LLA,10.0,V303,0.004512503545152815
SCAD Logistic via LLA,10.0,V304,-0.04492639779274958
SCAD Logistic via LLA,10.0,V305,-0.03971508862175488
SCAD Logistic via LLA,10.0,V306,-0.01194420963305623
SCAD Logistic via LLA,10.0,V307,-0.059967494456400795
SCAD Logistic via LLA,10.0,V308,0.03157816717872106
SCAD Logistic via LLA,10.0,V309,0.0328231301160594
SCAD Logistic via LLA,10.0,V310,0.07036927867444272
SCAD Logistic via LLA,10.0,V311,-0.05858926582544984
SCAD Logistic via LLA,10.0,V314,-0.03716303091306592
SCAD Logistic via LLA,10.0,V315,0.020805685237070985
SCAD Logistic via LLA,10.0,V318,0.06183854991378969
SCAD Logistic via LLA,10.0,V321,0.007787774234869637
SCAD Logistic via LLA,10.0,V322,0.03893223316882661
SCAD Logistic via LLA,10.0,V324,-0.13831029942879217
SCAD Logistic via LLA,10.0,V326,-0.002734601600706185
SCAD Logistic via LLA,10.0,V327,-0.007728299617771892
SCAD Logistic via LLA,10.0,V328,-0.006440219852072089
SCAD Logistic via LLA,10.0,V329,-0.0034324063064924658
SCAD Logistic via LLA,10.0,V330,0.05108054209931939
SCAD Logistic via LLA,10.0,V331,0.03284181223182878
SCAD Logistic via LLA,10.0,V334,0.05716368452192826
SCAD Logistic via LLA,10.0,V335,-0.01432879061481263
SCAD Logistic via LLA,10.0,V338,-0.005136229120490425
SCAD Logistic via LLA,10.0,V340,0.002235619185927057
SCAD Logistic via LLA,10.0,V341,0.046117282011284684
SCAD Logistic via LLA,10.0,V343,0.008818117173623867
SCAD Logistic via LLA,10.0,V344,-0.0628272645193548
SCAD Logistic via LLA,10.0,V345,0.032074868239264795
SCAD Logistic via LLA,10.0,V348,-0.07041557824051667
SCAD Logistic via LLA,10.0,V349,0.08418127068588474
SCAD Logistic via LLA,10.0,V350,0.04285751601270011
SCAD Logistic via LLA,10.0,V351,0.009573731445053923
SCAD Logistic via LLA,10.0,V353,0.03888636529336747
SCAD Logistic via LLA,10.0,V354,0.02343372979584073
SCAD Logistic via LLA,10.0,V358,-0.012343570845626251
SCAD Logistic via LLA,10.0,V359,0.025731334910254356
SCAD Logistic via LLA,10.0,V360,0.0274241162380926
SCAD Logistic via LLA,10.0,V362,0.023462030464235666
SCAD Logistic via LLA,10.0,V364,0.02759484687397203
SCAD Logistic via LLA,10.0,V365,0.008611583590954765
SCAD Logistic via LLA,10.0,V366,0.007454841665484986
SCAD Logistic via LLA,10.0,V371,0.023408939267754822
SCAD Logistic via LLA,10.0,V375,-0.034147532980081455
SCAD Logistic via LLA,10.0,V376,-0.01743661413539204
SCAD Logistic via LLA,10.0,V377,0.020315856880924896
SCAD Logistic via LLA,10.0,V378,-0.09245900101996551
SCAD Logistic via LLA,10.0,V380,-0.016107461900296764
SCAD Logistic via LLA,10.0,V382,-0.03560707544616862
SCAD Logistic via LLA,10.0,V383,0.06675656823759787
SCAD Logistic via LLA,10.0,V384,0.037682147396875566
SCAD Logistic via LLA,10.0,V385,0.08066025843999157
SCAD Logistic via LLA,10.0,V391,-0.022973481269430298
SCAD Logistic via LLA,10.0,V393,-0.0030713113784348895
SCAD Logistic via LLA,10.0,V395,-0.015785958268390254
SCAD Logistic via LLA,10.0,V396,-0.0365120656283959
SCAD Logistic via LLA,10.0,V398,-0.008825750091897507
SCAD Logistic via LLA,10.0,V400,0.02817770339707562
SCAD Logistic via LLA,10.0,V401,0.006490998881459857
SCAD Logistic via LLA,10.0,V404,0.07117754866400164
SCAD Logistic via LLA,10.0,V405,-0.011877733650786551
SCAD Logistic via LLA,10.0,V407,0.004230655932030077
SCAD Logistic via LLA,10.0,V408,-0.005749171923723809
SCAD Logistic via LLA,10.0,V410,-0.04259792655708669
SCAD Logistic via LLA,10.0,V411,-0.04716659524666718
SCAD Logistic via LLA,10.0,V412,-0.047113735692682054
SCAD Logistic via LLA,10.0,V413,0.04815990422714481
SCAD Logistic via LLA,10.0,V414,-0.05736707217411659
SCAD Logistic via LLA,10.0,V415,-0.06341584224298691
SCAD Logistic via LLA,10.0,V416,-0.030145846439270575
SCAD Logistic via LLA,10.0,V417,-0.0031597594084234507
SCAD Logistic via LLA,10.0,V418,-0.05874317273104668
SCAD Logistic via LLA,10.0,V420,0.02888879910097807
SCAD Logistic via LLA,10.0,V421,-0.06802305437719637
SCAD Logistic via LLA,10.0,V422,-0.03483789111138082
SCAD Logistic via LLA,10.0,V423,-0.04558785229191774
SCAD Logistic via LLA,10.0,V424,-0.062010102905042275
SCAD Logistic via LLA,10.0,V425,0.12835321832442959
SCAD Logistic via LLA,10.0,V426,-0.09716610062517067
SCAD Logistic via LLA,10.0,V427,-3.891964896766477e-05
SCAD Logistic via LLA,10.0,V431,-0.07919585131681076
SCAD Logistic via LLA,10.0,V432,0.08909740048292651
SCAD Logistic via LLA,10.0,V433,0.026205989453073016
SCAD Logistic via LLA,10.0,V435,0.010705964107318043
SCAD Logistic via LLA,10.0,V437,0.007424819014569728
SCAD Logistic via LLA,10.0,V439,-0.003145726075216957
SCAD Logistic via LLA,10.0,V440,0.01232743371902294
SCAD Logistic via LLA,10.0,V442,-0.061037682651616985
SCAD Logistic via LLA,10.0,V443,-0.02046644337816584
SCAD Logistic via LLA,10.0,V445,-0.03970681594229154
SCAD Logistic via LLA,10.0,V446,0.08705166448587381
SCAD Logistic via LLA,10.0,V448,-0.024237134207150512
SCAD Logistic via LLA,10.0,V449,-0.03470661176357755
SCAD Logistic via LLA,10.0,V450,-0.038828738152850276
SCAD Logistic via LLA,10.0,V451,-0.021189826896905035
SCAD Logistic via LLA,10.0,V453,0.03651811832094826
SCAD Logistic via LLA,10.0,V455,0.08078922332262765
SCAD Logistic via LLA,10.0,V457,0.04425254597502518
SCAD Logistic via LLA,10.0,V458,0.035452942025240956
SCAD Logistic via LLA,10.0,V459,0.03818417495688739
SCAD Logistic via LLA,10.0,V462,0.023990670401599003
SCAD Logistic via LLA,10.0,V463,-0.0342914359059857
SCAD Logistic via LLA,10.0,V464,-0.01563342559808601
SCAD Logistic via LLA,10.0,V467,0.005427614451675949
SCAD Logistic via LLA,10.0,V468,-0.024045948361670108
SCAD Logistic via LLA,10.0,V469,0.05551055464098551
SCAD Logistic via LLA,10.0,V470,-0.039188504481407774
SCAD Logistic via LLA,10.0,V472,0.0658808413956938
SCAD Logistic via LLA,10.0,V475,0.008461040117545955
SCAD Logistic via LLA,10.0,V476,0.3828553199941022
SCAD Logistic via LLA,10.0,V479,0.023069225762851614
SCAD Logistic via LLA,10.0,V480,-0.005482279460941801
SCAD Logistic via LLA,10.0,V481,-0.03731265644630892
SCAD Logistic via LLA,10.0,V482,-0.09403382601171177
SCAD Logistic via LLA,10.0,V487,-0.029477742945541358
SCAD Logistic via LLA,10.0,V491,0.054009999380128994
SCAD Logistic via LLA,10.0,V493,-0.013924143193477964
SCAD Logistic via LLA,10.0,V495,0.07526404012247305
SCAD Logistic via LLA,10.0,V496,-0.008372796162515305
SCAD Logistic via LLA,10.0,V497,-0.1079188194722519
SCAD Logistic via LLA,10.0,V498,0.048908688568474565
SCAD Logistic via LLA,10.0,V499,0.023470068586517387
SCAD Logistic via LLA,20.0,V002,0.01893603256547879
SCAD Logistic via LLA,20.0,V005,0.032897414325346847
SCAD Logistic via LLA,20.0,V006,-0.0381949209508308
SCAD Logistic via LLA,20.0,V011,-0.05930128622889656
SCAD Logistic via LLA,20.0,V013,0.015885452504930758
SCAD Logistic via LLA,20.0,V015,-0.021715333512770316
SCAD Logistic via LLA,20.0,V019,0.0292201792490659
SCAD Logistic via LLA,20.0,V020,-0.01122558973591167
SCAD Logistic via LLA,20.0,V024,-0.0024093157707751932
SCAD Logistic via LLA,20.0,V025,0.010588548775545246
SCAD Logistic via LLA,20.0,V027,0.04619043134008573
SCAD Logistic via LLA,20.0,V032,-0.013735720476703139
SCAD Logistic via LLA,20.0,V039,-0.010314611003751233
SCAD Logistic via LLA,20.0,V042,0.03164221888316758
SCAD Logistic via LLA,20.0,V043,-0.024331523654765246
SCAD Logistic via LLA,20.0,V044,-0.026946565466914603
SCAD Logistic via LLA,20.0,V045,0.041290163140797934
SCAD Logistic via LLA,20.0,V047,0.02858831009167847
SCAD Logistic via LLA,20.0,V049,0.20054517769312247
SCAD Logistic via LLA,20.0,V050,-0.019081871850617528
SCAD Logistic via LLA,20.0,V054,0.058050901101251474
SCAD Logistic via LLA,20.0,V056,-0.04618100067645308
SCAD Logistic via LLA,20.0,V057,0.03236783125577898
SCAD Logistic via LLA,20.0,V061,-0.03196233595872524
SCAD Logistic via LLA,20.0,V062,0.04023496982392464
SCAD Logistic via LLA,20.0,V064,-0.016155797719903154
SCAD Logistic via LLA,20.0,V066,-0.022981752496063802
SCAD Logistic via LLA,20.0,V074,0.04552808082864348
SCAD Logistic via LLA,20.0,V086,-0.031838583843730686
SCAD Logistic via LLA,20.0,V089,-0.019454333383496912
SCAD Logistic via LLA,20.0,V104,-0.007225899015478235
SCAD Logistic via LLA,20.0,V110,-0.008955728705443722
SCAD Logistic via LLA,20.0,V115,0.005284546846732617
SCAD Logistic via LLA,20.0,V117,0.028079496432040447
SCAD Logistic via LLA,20.0,V120,0.049680510194630594
SCAD Logistic via LLA,20.0,V121,0.01029926215373866
SCAD Logistic via LLA,20.0,V122,0.010422873798972533
SCAD Logistic via LLA,20.0,V126,-0.009390763616527392
SCAD Logistic via LLA,20.0,V128,-0.016887874718814803
SCAD Logistic via LLA,20.0,V131,-0.014821401587138608
SCAD Logistic via LLA,20.0,V137,0.049603582658298624
SCAD Logistic via LLA,20.0,V138,0.04819254603071364
SCAD Logistic via LLA,20.0,V139,-0.01557695177183332
SCAD Logistic via LLA,20.0,V140,-0.022398956503135368
SCAD Logistic via LLA,20.0,V141,0.04071324070458837
SCAD Logistic via LLA,20.0,V147,-0.003752627025317993
SCAD Logistic via LLA,20.0,V150,0.03223086101057245
SCAD Logistic via LLA,20.0,V153,-0.042823829698441326
SCAD Logistic via LLA,20.0,V154,-0.01406529456255918
SCAD Logistic via LLA,20.0,V155,-0.0014069473407064108
SCAD Logistic via LLA,20.0,V159,0.00921584769680469
SCAD Logistic via LLA,20.0,V160,-0.020534262984578926
SCAD Logistic via LLA,20.0,V162,-0.03777715697498255
SCAD Logistic via LLA,20.0,V164,0.026118454427742615
SCAD Logistic via LLA,20.0,V165,0.003142031065040191
SCAD Logistic via LLA,20.0,V166,0.03378588924173278
SCAD Logistic via LLA,20.0,V168,-0.016214319553901315
SCAD Logistic via LLA,20.0,V169,-0.04433893891159547
SCAD Logistic via LLA,20.0,V176,-0.008741611013976164
SCAD Logistic via LLA,20.0,V178,0.0037413367063252115
SCAD Logistic via LLA,20.0,V185,0.03017702690917251
SCAD Logistic via LLA,20.0,V186,0.01300067165403924
SCAD Logistic via LLA,20.0,V194,-0.014015008615806911
SCAD Logistic via LLA,20.0,V197,0.035104920368600745
SCAD Logistic via LLA,20.0,V198,0.003367769067197593
SCAD Logistic via LLA,20.0,V200,-0.04022596866361892
SCAD Logistic via LLA,20.0,V205,0.07259517345094044
SCAD Logistic via LLA,20.0,V206,-0.05664744558330266
SCAD Logistic via LLA,20.0,V208,0.01896549370201955
SCAD Logistic via LLA,20.0,V212,0.06286430842268068
SCAD Logistic via LLA,20.0,V214,0.011494518219295693
SCAD Logistic via LLA,20.0,V215,0.010988322660661274
SCAD Logistic via LLA,20.0,V217,-0.012812113508843028
SCAD Logistic via LLA,20.0,V218,-0.013011858639437776
SCAD Logistic via LLA,20.0,V222,-0.021362093820995295
SCAD Logistic via LLA,20.0,V224,-0.008576572325792908
SCAD Logistic via LLA,20.0,V225,-0.004937469352290889
SCAD Logistic via LLA,20.0,V227,-0.0518007389713442
SCAD Logistic via LLA,20.0,V228,-0.023442321178987313
SCAD Logistic via LLA,20.0,V237,-0.0021825179057271644
SCAD Logistic via LLA,20.0,V238,-0.001352919136233332
SCAD Logistic via LLA,20.0,V239,-0.009298185706844733
SCAD Logistic via LLA,20.0,V242,0.039277544815107514
SCAD Logistic via LLA,20.0,V244,-0.015252216493229508
SCAD Logistic via LLA,20.0,V246,0.033599915629861525
SCAD Logistic via LLA,20.0,V247,0.0030702922400709896
SCAD Logistic via LLA,20.0,V249,0.05309266962121747
SCAD Logistic via LLA,20.0,V252,0.0002665004499505764
SCAD Logistic via LLA,20.0,V254,-0.011664812094084797
SCAD Logistic via LLA,20.0,V256,-0.02824696405732053
SCAD Logistic via LLA,20.0,V265,-0.009773994088268715
SCAD Logistic via LLA,20.0,V268,-0.006315983606560996
SCAD Logistic via LLA,20.0,V278,-0.009210542406151883
SCAD Logistic via LLA,20.0,V279,-0.03033837537641617
SCAD Logistic via LLA,20.0,V283,0.06184954561581475
SCAD Logistic via LLA,20.0,V286,-0.034344605103968764
SCAD Logistic via LLA,20.0,V287,-0.04253812459519514
SCAD Logistic via LLA,20.0,V297,-0.0800958001407038
SCAD Logistic via LLA,20.0,V299,-0.041812336305389344
SCAD Logistic via LLA,20.0,V300,0.008261818273657122
SCAD Logistic via LLA,20.0,V302,0.019010112282860026
SCAD Logistic via LLA,20.0,V304,-0.023100750761396567
SCAD Logistic via LLA,20.0,V305,-0.007501464480017634
SCAD Logistic via LLA,20.0,V307,-0.03536035173580444
SCAD Logistic via LLA,20.0,V308,0.012485359206695065
SCAD Logistic via LLA,20.0,V309,0.002299498751161606
SCAD Logistic via LLA,20.0,V310,0.03479440963373226
SCAD Logistic via LLA,20.0,V311,-0.012807537721994371
SCAD Logistic via LLA,20.0,V314,-0.014503071148904607
SCAD Logistic via LLA,20.0,V318,0.0385037436914754
SCAD Logistic via LLA,20.0,V322,0.010889646467421335
SCAD Logistic via LLA,20.0,V324,-0.10550606363101449
SCAD Logistic via LLA,20.0,V330,0.04460824005616073
SCAD Logistic via LLA,20.0,V331,0.0005506787680187831
SCAD Logistic via LLA,20.0,V334,0.033734034265810356
SCAD Logistic via LLA,20.0,V335,-0.00026246431423694296
SCAD Logistic via LLA,20.0,V341,0.00455231224074257
SCAD Logistic via LLA,20.0,V344,-0.03202001263874189
SCAD Logistic via LLA,20.0,V348,-0.04798158813694709
SCAD Logistic via LLA,20.0,V349,0.04677136452281987
SCAD Logistic via LLA,20.0,V350,0.01336397961645822
SCAD Logistic via LLA,20.0,V353,0.0051498883502279335
SCAD Logistic via LLA,20.0,V360,0.0044768072419435236
SCAD Logistic via LLA,20.0,V371,0.0003158279891945505
SCAD Logistic via LLA,20.0,V375,-0.011238554742413835
SCAD Logistic via LLA,20.0,V378,-0.05255219184738125
SCAD Logistic via LLA,20.0,V382,-0.00788752337494876
SCAD Logistic via LLA,20.0,V383,0.036020367900780906
SCAD Logistic via LLA,20.0,V384,0.007519310254604219
SCAD Logistic via LLA,20.0,V385,0.05257887500702876
SCAD Logistic via LLA,20.0,V396,-0.007320588914002955
SCAD Logistic via LLA,20.0,V404,0.033978340433357346
SCAD Logistic via LLA,20.0,V410,-0.015026682054233867
SCAD Logistic via LLA,20.0,V411,-0.03050275643584128
SCAD Logistic via LLA,20.0,V412,-0.03481095428421711
SCAD Logistic via LLA,20.0,V413,0.024219473370892204
SCAD Logistic via LLA,20.0,V414,-0.02258836717704396
SCAD Logistic via LLA,20.0,V415,-0.03259458363724108
SCAD Logistic via LLA,20.0,V416,-0.009358572731711185
SCAD Logistic via LLA,20.0,V418,-0.019655064807773848
SCAD Logistic via LLA,20.0,V420,0.005583441852609911
SCAD Logistic via LLA,20.0,V421,-0.04052347908370148
SCAD Logistic via LLA,20.0,V422,-0.004373675378474258
SCAD Logistic via LLA,20.0,V423,-0.014406807215682091
SCAD Logistic via LLA,20.0,V424,-0.022502028983692877
SCAD Logistic via LLA,20.0,V425,0.09745227247091556
SCAD Logistic via LLA,20.0,V426,-0.05198942699942163
SCAD Logistic via LLA,20.0,V431,-0.059222326545650864
SCAD Logistic via LLA,20.0,V432,0.06892782528114125
SCAD Logistic via LLA,20.0,V433,0.008415854930884797
SCAD Logistic via LLA,20.0,V435,0.0004651521074245848
SCAD Logistic via LLA,20.0,V442,-0.023955952546933494
SCAD Logistic via LLA,20.0,V445,-0.03151770420590998
SCAD Logistic via LLA,20.0,V446,0.043613632732822524
SCAD Logistic via LLA,20.0,V448,-0.0056609218434146655
SCAD Logistic via LLA,20.0,V450,-0.0009193593638050385
SCAD Logistic via LLA,20.0,V455,0.048135564839853665
SCAD Logistic via LLA,20.0,V457,0.02524359504568018
SCAD Logistic via LLA,20.0,V458,0.0043213479539511695
SCAD Logistic via LLA,20.0,V459,0.012422823704555703
SCAD Logistic via LLA,20.0,V462,0.000958649518140135
SCAD Logistic via LLA,20.0,V463,-0.01329398666574988
SCAD Logistic via LLA,20.0,V467,0.0015220917016704012
SCAD Logistic via LLA,20.0,V469,0.031213172458541643
SCAD Logistic via LLA,20.0,V472,0.03557715743366653
SCAD Logistic via LLA,20.0,V476,0.37018304093765797
SCAD Logistic via LLA,20.0,V479,0.001011867819831221
SCAD Logistic via LLA,20.0,V481,-0.01047104365828792
SCAD Logistic via LLA,20.0,V482,-0.061931598320465776
SCAD Logistic via LLA,20.0,V491,0.023956024059557903
SCAD Logistic via LLA,20.0,V495,0.04856119980459569
SCAD Logistic via LLA,20.0,V497,-0.06984503417077911
SCAD Logistic via LLA,20.0,V498,0.018141925715875275
SCAD Logistic via LLA,50.0,V049,0.13214578897127383
SCAD Logistic via LLA,50.0,V205,0.010954034797666214
SCAD Logistic via LLA,50.0,V206,-0.012148232209470226
SCAD Logistic via LLA,50.0,V283,0.004518324033501785
SCAD Logistic via LLA,50.0,V297,-0.007885904624466172
SCAD Logistic via LLA,50.0,V324,-0.021772988890115124
SCAD Logistic via LLA,50.0,V425,0.029201723467987998
SCAD Logistic via LLA,50.0,V431,-0.001332831756164363
SCAD Logistic via LLA,50.0,V432,0.0073151815671416865
SCAD Logistic via LLA,50.0,V476,0.3459045572356619
SCAD Logistic via LLA,50.0,V497,-0.006336355950813191
SCAD Logistic via LLA,100.0,V049,0.031088390048125084
SCAD Logistic via LLA,100.0,V476,0.24150658282501652
SCAD Logistic via LLA,200.0,V476,0.03987719973436742
